DenoiserType,Parameter,ImageIndex,Channel,PSNR,SI-PSNR,SSIM
denoise_tv_chambolle,0.1,001,1,20.111582696335244,27.452634588201104,0.6879384972154255
denoise_tv_chambolle,0.2,001,1,23.889959799643947,31.685804223816177,0.8002860928987727
denoise_tv_chambolle,0.3,001,1,22.863069805440087,31.49805236659384,0.7941218572491078
denoise_tv_chambolle,0.1,002,1,39.09383166906293,41.37779090846388,0.9757032795128502
denoise_tv_chambolle,0.2,002,1,35.4688989585514,40.18518351351211,0.9707125496882008
denoise_tv_chambolle,0.3,002,1,33.9866553072875,39.27888739083266,0.9669720351178747
denoise_tv_chambolle,0.1,003,1,25.480130220831487,31.20165520580397,0.8215681689401774
denoise_tv_chambolle,0.2,003,1,21.46353345818866,30.340375694517437,0.8012463592228726
denoise_tv_chambolle,0.3,003,1,18.94458336787365,29.26128521113455,0.7595294755767387
denoise_tv_chambolle,0.1,004,1,25.630667758083966,33.28818893776552,0.8694885526841152
denoise_tv_chambolle,0.2,004,1,29.600191332117724,32.957171480264826,0.882216857243517
denoise_tv_chambolle,0.3,004,1,26.591860068865763,32.20071913599412,0.8687170462151341
denoise_tv_chambolle,0.1,005,1,32.901981870421515,33.92385850703929,0.8818930842613624
denoise_tv_chambolle,0.2,005,1,22.243339535732403,33.30680383472449,0.8574784062152975
denoise_tv_chambolle,0.3,005,1,20.15210634358202,32.49705862853179,0.827505287046578
denoise_tv_chambolle,0.1,006,1,19.646905816651422,27.100830805773303,0.6735116926457518
denoise_tv_chambolle,0.2,006,1,21.626194528443552,29.972007540495053,0.7459740695581011
denoise_tv_chambolle,0.3,006,1,20.42803944200805,29.52297860443807,0.727562052312945
denoise_tv_chambolle,0.1,007,1,33.02056839869675,35.80463099510152,0.9118238054821816
denoise_tv_chambolle,0.2,007,1,25.374849046660994,33.687864147812,0.8670988392547931
denoise_tv_chambolle,0.3,007,1,24.047328368159462,32.73697336354472,0.8435600087141714
denoise_tv_chambolle,0.1,008,1,35.5795311713391,36.19546458405042,0.9208371502937375
denoise_tv_chambolle,0.2,008,1,25.120037415795856,33.83846047691902,0.8722038107413614
denoise_tv_chambolle,0.3,008,1,21.724720613122727,32.70713829851675,0.8368733226032319
denoise_tv_chambolle,0.1,009,1,29.864087700839093,33.62480057797307,0.8772034997422161
denoise_tv_chambolle,0.2,009,1,22.576521648399307,31.474550438031933,0.8487938730481173
denoise_tv_chambolle,0.3,009,1,19.662445995517672,30.125362390510038,0.8054308754411414
denoise_tv_chambolle,0.1,010,1,33.418755555671275,34.57322672776355,0.8984938893997277
denoise_tv_chambolle,0.2,010,1,23.84949012593548,32.35854165300571,0.8491621176358258
denoise_tv_chambolle,0.3,010,1,20.744843764999704,31.33906342286773,0.8111719695863088
denoise_tv_chambolle,0.1,011,1,34.83752990134631,35.774354596482354,0.9190709805866504
denoise_tv_chambolle,0.2,011,1,27.86557070601846,34.46167106813246,0.9088630355657341
denoise_tv_chambolle,0.3,011,1,24.622540766945505,33.510939569378245,0.8925097817612679
denoise_tv_chambolle,0.1,012,1,32.05608630885827,37.083944603513,0.9265721291565416
denoise_tv_chambolle,0.2,012,1,25.44284021805595,36.214296450670446,0.9224804178625552
denoise_tv_chambolle,0.3,012,1,23.061078482817198,35.267836237781026,0.9082068652327339
denoise_tv_chambolle,0.1,013,1,30.301976815696175,35.559359149655954,0.8824944808985108
denoise_tv_chambolle,0.2,013,1,23.89351893547296,34.54859435173431,0.8743978753227833
denoise_tv_chambolle,0.3,013,1,21.1856627871996,33.39937361925964,0.8441904530109565
denoise_tv_chambolle,0.1,014,1,34.53786395003424,35.39806680538779,0.9143351307523107
denoise_tv_chambolle,0.2,014,1,26.489836793918027,34.646138999195806,0.9087490462188194
denoise_tv_chambolle,0.3,014,1,25.038065642087368,33.78612467493164,0.8975176742722762
denoise_tv_chambolle,0.1,015,1,34.924989949000064,35.297338618399905,0.9105226049842489
denoise_tv_chambolle,0.2,015,1,26.510672849554773,33.45409176510079,0.8763608061156573
denoise_tv_chambolle,0.3,015,1,24.74189016787551,32.46800878607311,0.8575741982306875
denoise_tv_chambolle,0.1,016,1,24.64817657913362,32.26667448619752,0.8381521112827967
denoise_tv_chambolle,0.2,016,1,29.48587404844342,31.544355209451748,0.8349707442390614
denoise_tv_chambolle,0.3,016,1,27.727838563252902,30.69914418098714,0.8126370575942277
denoise_tv_chambolle,0.1,017,1,22.91353084750203,30.98114915740811,0.7861641683150319
denoise_tv_chambolle,0.2,017,1,21.255356305694182,32.168187254841705,0.805299101792402
denoise_tv_chambolle,0.3,017,1,19.42300490752508,31.88526191318847,0.7943371799299583
denoise_tv_chambolle,0.1,018,1,31.816400791705593,32.10135148781649,0.8065340806545808
denoise_tv_chambolle,0.2,018,1,17.704192938879203,32.59961261491678,0.7464486539254626
denoise_tv_chambolle,0.3,018,1,14.509174628983054,32.0821688172819,0.6913949292292512
denoise_tv_chambolle,0.1,019,1,31.963677783569864,32.479898550855715,0.8231298199128521
denoise_tv_chambolle,0.2,019,1,18.515260195330217,32.19345301009803,0.773649302303117
denoise_tv_chambolle,0.3,019,1,15.812447582530032,31.372669759572027,0.7300197828766289
denoise_tv_chambolle,0.1,020,1,30.432381463970888,31.254254425718013,0.7925512600416318
denoise_tv_chambolle,0.2,020,1,20.425701147338565,31.2522264880824,0.7699303235871388
denoise_tv_chambolle,0.3,020,1,19.02713719855444,30.46951578086106,0.7377252312205865
