DenoiserType,Parameter,ImageIndex,Channel,PSNR,SI-PSNR,SSIM,Runtime
TV-Chambolle,0.1,001,2,19.168460077498274,27.3428618346343,0.6845771785285044,0.04315996170043945
TV-Chambolle,0.1,002,2,35.71732627059568,39.55371076467597,0.9574030397908904,0.10143685340881348
TV-Chambolle,0.1,003,2,38.63405081932615,38.97494267483256,0.9494848171650755,0.06761598587036133
TV-Chambolle,0.1,004,2,20.30305336711292,29.25920768524324,0.7212389135600972,0.0555272102355957
TV-Chambolle,0.1,005,2,19.536047603341462,31.992387003798832,0.6346301975783658,0.11307811737060547
TV-Chambolle,0.1,006,2,19.525364155952037,28.337844887808895,0.6931595347926734,0.05961322784423828
TV-Chambolle,0.1,007,2,39.00683190757291,41.119267476073134,0.9789387924909053,0.12574386596679688
TV-Chambolle,0.1,008,2,32.55214829737727,40.10942423882283,0.9613355305717172,0.11976289749145508
TV-Chambolle,0.1,009,2,38.25273290318809,38.865456941019154,0.9637153434368311,0.11139082908630371
TV-Chambolle,0.1,010,2,41.41963551731928,41.98059185861726,0.9720034097023913,0.10076117515563965
TV-Chambolle,0.1,011,2,38.15657013354151,39.4652965725574,0.9500598124400659,0.08606791496276855
TV-Chambolle,0.1,012,2,37.38381120961619,43.069032107503126,0.9808974922789477,0.1433253288269043
TV-Chambolle,0.1,013,2,35.37097736844444,35.68745953550856,0.9003571126050044,0.0532841682434082
TV-Chambolle,0.1,014,2,37.468573027594886,39.868430108495104,0.9628426271567176,0.11793398857116699
TV-Chambolle,0.1,015,2,27.30415962209381,38.32702806024432,0.9246448463316344,0.10719013214111328
TV-Chambolle,0.1,016,2,39.15418058579703,39.385624297725336,0.96126003909651,0.09116172790527344
TV-Chambolle,0.1,017,2,13.456119114261181,25.866796106258114,0.5517564870284222,0.05383706092834473
TV-Chambolle,0.1,018,2,17.088389109511986,29.36074706235486,0.6567505391165613,0.06772685050964355
TV-Chambolle,0.1,019,2,29.423648049869104,37.02994536010401,0.9183246260839781,0.11433792114257812
TV-Chambolle,0.1,020,2,24.015415844178136,30.385972245477202,0.7495657659806755,0.07905793190002441
TV-Chambolle,0.1,021,2,19.431408680991325,30.334250083413078,0.7267235716338004,0.09060978889465332
TV-Chambolle,0.1,022,2,20.7282748514316,29.813354015819886,0.7245599791024526,0.04005002975463867
TV-Chambolle,0.1,023,2,34.65539680527859,37.51500150104195,0.9234019339509559,0.09136271476745605
TV-Chambolle,0.1,024,2,33.723408815603264,34.305150261846585,0.8472490003373225,0.06200408935546875
TV-Chambolle,0.1,025,2,20.34387222496038,29.156236277716935,0.7001513151676222,0.07570004463195801
TV-Chambolle,0.1,026,2,28.82059100595874,29.631864713968636,0.6951165880291958,0.03234720230102539
TV-Chambolle,0.1,027,2,37.79585757720371,38.42615049630459,0.9526470324858601,0.10771012306213379
TV-Chambolle,0.1,028,2,37.86619591686802,39.261662232752045,0.963393395336085,0.10949993133544922
TV-Chambolle,0.1,029,2,36.319800870267976,36.959336126178385,0.9541520089347975,0.13066816329956055
TV-Chambolle,0.1,030,2,31.636789874804027,32.4419625775825,0.7930226873131053,0.03953194618225098
TV-Chambolle,0.1,031,2,25.091543641618532,30.84207193393207,0.7570863744619464,0.034102678298950195
TV-Chambolle,0.1,032,2,28.453716856175216,34.249175148481726,0.863851619096295,0.05325484275817871
TV-Chambolle,0.1,033,2,32.35347673074786,33.08289395368853,0.862932408553818,0.09194302558898926
TV-Chambolle,0.1,034,2,25.7460377573205,32.257743577012725,0.8453375782470034,0.08837890625
TV-Chambolle,0.1,035,2,38.11504346935025,38.538610916258655,0.9513131068684063,0.09293198585510254
TV-Chambolle,0.1,036,2,35.45738319640055,40.34188052905283,0.9709303639879493,0.11723113059997559
TV-Chambolle,0.1,037,2,36.41551029617312,39.88647202834454,0.9697599710998817,0.10689520835876465
TV-Chambolle,0.1,038,2,37.508507313824545,38.79101558526959,0.9461990314753537,0.24736309051513672
TV-Chambolle,0.1,039,2,34.55034434989821,36.10314118772522,0.9099148436715458,0.060537099838256836
TV-Chambolle,0.1,040,2,39.844357440398575,41.3888652849111,0.9784086486938918,0.12462186813354492
TV-Chambolle,0.1,041,2,35.65563056653193,39.2618354849235,0.9595389790450403,0.10890507698059082
TV-Chambolle,0.1,042,2,34.24798651993755,34.490171659358204,0.8641831089089468,0.049447059631347656
TV-Chambolle,0.1,043,2,24.13706189974089,30.98395570110899,0.7832072713802523,0.04746294021606445
TV-Chambolle,0.1,044,2,42.07519106605229,42.21967790071759,0.9756208871653493,0.125777006149292
TV-Chambolle,0.1,045,2,30.696287556803195,32.43249238797419,0.8213336613359293,0.04431509971618652
TV-Chambolle,0.1,046,2,36.28025516466708,36.54650834938692,0.9191673643393735,0.06966710090637207
TV-Chambolle,0.1,047,2,31.202862431380133,36.79487442881368,0.9293752016252294,0.09504008293151855
TV-Chambolle,0.1,048,2,34.60966474555873,36.785717045710314,0.9346202731208093,0.07695198059082031
TV-Chambolle,0.1,049,2,36.502223109719736,37.494253340636696,0.9424599449968097,0.0832819938659668
TV-Chambolle,0.1,050,2,35.415107606039406,38.1677588780346,0.9415338014387677,0.13152408599853516
TV-Chambolle,0.1,051,2,30.00994679672688,32.2724355100359,0.8427430388576276,0.07285404205322266
TV-Chambolle,0.1,052,2,15.038571755211791,23.930432081470684,0.4559813896494825,0.04400801658630371
TV-Chambolle,0.1,053,2,30.075864059630288,30.743907496920304,0.7088027426408003,0.030692100524902344
TV-Chambolle,0.1,054,2,35.40217408176257,39.37195494049287,0.9525474683496967,0.10599017143249512
TV-Chambolle,0.1,055,2,41.03954414518718,41.92312688469288,0.9707289530092184,0.11867308616638184
TV-Chambolle,0.1,056,2,14.720101617054116,24.547345289916148,0.41901959360289937,0.054602861404418945
TV-Chambolle,0.1,057,2,24.895178359235146,30.261922200879937,0.743593150071677,0.05194807052612305
TV-Chambolle,0.1,058,2,30.948172363352647,33.83584861806585,0.8867753066978437,0.0749502182006836
TV-Chambolle,0.1,059,2,17.301479604737153,27.356970005658084,0.6585473868761285,0.037416934967041016
TV-Chambolle,0.1,060,2,17.705493763941277,27.008356019938876,0.6043973042055859,0.07501792907714844
TV-Chambolle,0.1,061,2,21.10349488881779,34.75296770429721,0.8127383297189925,0.08848834037780762
TV-Chambolle,0.1,062,2,20.897488447058812,31.440457177165438,0.7865711163463324,0.05806708335876465
TV-Chambolle,0.1,063,2,17.218940868727802,27.7571407527136,0.653400474535583,0.0872950553894043
TV-Chambolle,0.1,064,2,36.933919907975074,37.52493165821531,0.930115853503917,0.08481931686401367
TV-Chambolle,0.1,065,2,17.331230357910687,22.384997212511173,0.4950271898558746,0.02692413330078125
TV-Chambolle,0.1,066,2,15.128493627849458,23.584897010266403,0.4726106664026287,0.07436680793762207
TV-Chambolle,0.1,067,2,16.700182303306168,24.543619442977743,0.4764750814954495,0.0722198486328125
TV-Chambolle,0.1,068,2,18.218891524858126,24.954514781591616,0.6003977504817174,0.04263186454772949
TV-Chambolle,0.1,069,2,37.937319600611985,38.98567262017474,0.9506022015920889,0.13083481788635254
TV-Chambolle,0.1,070,2,38.274284899195564,38.34122130571864,0.9491086408386047,0.08967399597167969
TV-Chambolle,0.1,071,2,33.28447998270444,35.03977430190601,0.8909788519858497,0.07115697860717773
TV-Chambolle,0.1,072,2,20.18450423697017,29.522801069202448,0.7180129641110038,0.07006168365478516
TV-Chambolle,0.1,073,2,31.40561788475098,34.945120394889074,0.8917455303928556,0.07586097717285156
TV-Chambolle,0.1,074,2,36.61654506863748,38.21135249595541,0.9458104881456593,0.12038087844848633
TV-Chambolle,0.1,075,2,36.238703877756706,36.698875988560914,0.9213106562850418,0.08755111694335938
TV-Chambolle,0.1,076,2,18.474960824238174,28.890726299111343,0.7363770105705615,0.07586097717285156
TV-Chambolle,0.1,077,2,23.065821445434906,28.225360466505542,0.6506493493256474,0.037140846252441406
TV-Chambolle,0.1,078,2,37.77290968086639,38.914621790641185,0.9528215857064622,0.1353161334991455
TV-Chambolle,0.1,079,2,24.80410591776904,29.120108698613887,0.7320901904039475,0.0679628849029541
TV-Chambolle,0.1,080,2,36.36962632325328,40.25573043685427,0.9720361697793385,0.12140703201293945
TV-Chambolle,0.1,081,2,35.1954784257594,36.23086551096161,0.8966888178051337,0.05258011817932129
TV-Chambolle,0.1,082,2,29.02271919400047,31.076749641328295,0.7884321890881284,0.04080796241760254
TV-Chambolle,0.1,083,2,24.628333202531717,30.840978999824312,0.7687756904529991,0.03139996528625488
TV-Chambolle,0.1,084,2,33.22679260445491,36.928950616474104,0.9251930390051376,0.07122087478637695
TV-Chambolle,0.1,085,2,28.947937270749385,32.699532015147255,0.8400578311364322,0.08180713653564453
TV-Chambolle,0.1,086,2,33.69672529671674,36.78511178215916,0.9184363280127217,0.07603001594543457
TV-Chambolle,0.1,087,2,36.86447231181593,38.56887291274526,0.9450351835061781,0.09521365165710449
TV-Chambolle,0.1,088,2,17.474937144236588,26.625055282356293,0.6060039230065706,0.07462382316589355
TV-Chambolle,0.1,089,2,27.782024881046713,33.772005377385526,0.8671652120806734,0.05142402648925781
TV-Chambolle,0.1,090,2,29.458618839599268,31.96360504646104,0.8104682262714001,0.04346799850463867
TV-Chambolle,0.1,091,2,23.864019061105704,29.88249593574239,0.7459619068028431,0.06195688247680664
TV-Chambolle,0.1,092,2,21.70790878710863,24.19944102284947,0.45089918422227965,0.017132997512817383
TV-Chambolle,0.1,093,2,37.49806292239123,37.88200053331252,0.9473809741720859,0.1006460189819336
TV-Chambolle,0.1,094,2,26.102245250264033,31.049948253060386,0.7724146407888175,0.03284311294555664
TV-Chambolle,0.1,095,2,26.357554587083627,31.35631187182756,0.8141206289534414,0.036124229431152344
TV-Chambolle,0.1,096,2,35.27701539774811,39.53147172730727,0.9527157624234258,0.09678292274475098
TV-Chambolle,0.1,097,2,35.46516970089143,35.57519770351331,0.8913422967559831,0.21236610412597656
TV-Chambolle,0.1,098,2,22.31281247038483,31.356879401234092,0.8055203290754969,0.09502196311950684
TV-Chambolle,0.1,099,2,21.073355429169336,28.990449507916335,0.6758825798562396,0.06696486473083496
TV-Chambolle,0.1,100,2,19.08302743202501,27.10889697972157,0.5975286857670585,0.053797006607055664
TV-Chambolle,0.1,101,2,32.03150971805996,32.25181809150563,0.8382958940746066,0.08386778831481934
TV-Chambolle,0.1,102,2,32.851320238901806,33.122024952251884,0.7881265716698829,0.049188852310180664
TV-Chambolle,0.1,103,2,28.058189146505267,32.25518577933185,0.82545815487906,0.04750990867614746
TV-Chambolle,0.1,104,2,35.771752065638026,38.68396022831859,0.9640494450966117,0.19610214233398438
TV-Chambolle,0.1,105,2,24.71422674591429,30.567248372989795,0.7458161350580408,0.04243111610412598
TV-Chambolle,0.1,106,2,39.14127051728616,40.403475966258775,0.9658971682321621,0.10546302795410156
TV-Chambolle,0.1,107,2,35.92103784333061,40.172794511993104,0.9690838401926617,0.08333778381347656
TV-Chambolle,0.1,108,2,23.32764223871713,29.54580041755776,0.6915936915556979,0.06770205497741699
TV-Chambolle,0.1,109,2,18.16710415296914,27.324946005694596,0.6301737969437093,0.06845402717590332
TV-Chambolle,0.1,110,2,39.66376575244163,40.53659894359533,0.9663019288856628,0.10526704788208008
TV-Chambolle,0.1,111,2,40.09787041110655,43.5544605948964,0.9863476153585937,0.18081212043762207
TV-Chambolle,0.1,112,2,38.536509676129185,39.19801599557616,0.9654317173394441,0.11307716369628906
TV-Chambolle,0.1,113,2,35.06388256580929,35.32606230897613,0.9175144288958342,0.08223915100097656
TV-Chambolle,0.1,114,2,38.609390835855,39.09769585445377,0.953118939980673,0.18472075462341309
TV-Chambolle,0.1,115,2,40.30502594327381,40.59690135634423,0.967847766239928,0.11156201362609863
TV-Chambolle,0.1,116,2,33.80689767411694,36.24270955697814,0.8960754413354702,0.05017805099487305
TV-Chambolle,0.1,117,2,40.7189031464018,40.821043594840674,0.9663500080935147,0.1057732105255127
TV-Chambolle,0.1,118,2,31.36964615774651,31.784411915734836,0.7974624235190898,0.06413388252258301
TV-Chambolle,0.1,119,2,36.33051272309038,41.86177552584375,0.9731982604940705,0.15134382247924805
TV-Chambolle,0.1,120,2,38.33516079950393,39.224269027784345,0.9534978700642472,0.12625598907470703
