DenoiserType,Channel,PSNR,SI-PSNR,SSIM,TotalRuntime
TV-ISO,0,29.013641278625034,32.73260995660405,0.7566393629045023,955.5323882102966
TV-ISO,1,27.220307304674513,31.88532048446889,0.7356670603479919,4994.063902616501
TV-ISO,2,28.049743610253234,34.08847398547521,0.7558474749805835,1714.4999289512634
