DenoiserType,Parameter,ImageIndex,Channel,PSNR,SI-PSNR,SSIM,Runtime
TV-ISO,0.1,001,2,17.78196769474091,31.440516935217676,0.5863171163485359,6.305295705795288
TV-ISO,0.1,002,2,36.251100219708825,38.337512322886724,0.8857918998977719,6.2346391677856445
TV-ISO,0.1,003,2,35.0559112922964,36.234759160550254,0.893233008808496,5.966722249984741
TV-ISO,0.1,004,2,18.31441984786347,31.501188599370128,0.4402652750920915,6.370661973953247
TV-ISO,0.1,005,2,17.58286845206853,31.71150995265515,0.29292648750300804,5.799331188201904
TV-ISO,0.1,006,2,18.329119609158933,29.94126453164094,0.6239065703900167,6.253756046295166
TV-ISO,0.1,007,2,38.47994997335692,38.83847444502369,0.9398228048550772,6.040015935897827
TV-ISO,0.1,008,2,32.954232682272504,37.82564635006173,0.9447846104095673,5.915731906890869
TV-ISO,0.1,009,2,36.244163002065896,36.43031991762176,0.8979834544700502,6.278221130371094
TV-ISO,0.1,010,2,38.83260173591309,38.89145210555079,0.9535403452383389,5.8405890464782715
TV-ISO,0.1,011,2,36.69779334589976,37.98288337160725,0.873320677923908,6.242351055145264
TV-ISO,0.1,012,2,39.78348674474449,41.27756575540367,0.9674563472513127,5.845257759094238
TV-ISO,0.1,013,2,33.537760095745035,34.55755635557489,0.9012102176473058,6.434672117233276
TV-ISO,0.1,014,2,37.89978296149546,38.476516528276726,0.925660776143258,6.2376861572265625
TV-ISO,0.1,015,2,25.64232372950125,36.622511218052416,0.8221639358981556,5.7882630825042725
TV-ISO,0.1,016,2,35.664238063836315,36.57505115426629,0.9138574920396891,6.2069010734558105
TV-ISO,0.1,017,2,12.643726697640364,28.50348939537984,0.4312823623315912,5.778666257858276
TV-ISO,0.1,018,2,15.89282387381209,31.087551034555837,0.5527198842479597,6.189323902130127
TV-ISO,0.1,019,2,27.31227195508373,35.29049842855872,0.7842493614182287,6.2982847690582275
TV-ISO,0.1,020,2,20.628901272255582,30.345334690299488,0.6212475444158222,5.807984113693237
TV-ISO,0.1,021,2,17.95121493251902,31.133266131187902,0.627236468945607,6.248205184936523
TV-ISO,0.1,022,2,19.931611212935014,33.21295826515514,0.7959582852985483,5.890629053115845
TV-ISO,0.1,023,2,30.651888217711804,36.08289391993963,0.8416387111847246,6.355432987213135
TV-ISO,0.1,024,2,31.884500379892952,35.490302475891404,0.7929917916400688,6.524871110916138
TV-ISO,0.1,025,2,18.368107809379964,30.391217269149003,0.5516398165483334,28.010544061660767
TV-ISO,0.1,026,2,27.76597897082712,33.62407511575271,0.7424551781889674,8.297352313995361
TV-ISO,0.1,027,2,34.86341487974225,36.94288992044573,0.826310946345619,6.784083843231201
TV-ISO,0.1,028,2,37.445687283280364,37.609815956921004,0.9310405067021719,7.122395992279053
TV-ISO,0.1,029,2,33.8030814709034,35.7347206314742,0.8710540841502539,6.518283128738403
TV-ISO,0.1,030,2,31.880280245316314,33.735532685435096,0.8108211915907988,6.300303936004639
TV-ISO,0.1,031,2,22.2121331303875,31.771689012735372,0.7403327637099587,5.950520038604736
TV-ISO,0.1,032,2,29.470390761082356,32.37676700640516,0.8285549221113815,6.2078468799591064
TV-ISO,0.1,033,2,29.554770466808087,32.711363940472324,0.8074945046437283,5.787703990936279
TV-ISO,0.1,034,2,24.788180831807225,32.5632407121828,0.7893496004867283,6.5208680629730225
TV-ISO,0.1,035,2,36.750436998587276,37.82933637312627,0.9073741702809764,6.525161266326904
TV-ISO,0.1,036,2,36.25376706533039,38.32633533210636,0.9463880335704238,6.065201997756958
TV-ISO,0.1,037,2,36.30109834646901,37.892271134487736,0.9396095000281062,7.344530820846558
TV-ISO,0.1,038,2,34.785407912565645,36.955318274026894,0.9217045525967353,7.007189035415649
TV-ISO,0.1,039,2,33.93618817431418,34.149722159060985,0.867617850245623,5.9461822509765625
TV-ISO,0.1,040,2,36.39292761263983,37.305172671969515,0.9521810744158049,6.824420690536499
TV-ISO,0.1,041,2,36.727597989272226,38.0288725886429,0.8787193259837371,5.7630839347839355
TV-ISO,0.1,042,2,32.035485316177656,33.27763866443915,0.8371125963485487,6.24997091293335
TV-ISO,0.1,043,2,22.031559400711025,32.66599237773879,0.7824440440689856,6.192018747329712
TV-ISO,0.1,044,2,38.24881063478838,38.759610738290036,0.9516480143312981,5.837642669677734
TV-ISO,0.1,045,2,26.142525001425135,32.91195829931659,0.7486541250892111,6.94087028503418
TV-ISO,0.1,046,2,33.35369137960963,35.48405336251022,0.8494647420036296,179.82897305488586
TV-ISO,0.1,047,2,28.690533516083924,35.72226528814093,0.735734633437784,8.689604997634888
TV-ISO,0.1,048,2,31.365024153621597,36.986838710676224,0.8299323115430897,6.741382837295532
TV-ISO,0.1,049,2,35.81209825816377,36.666074361081414,0.8425273808052155,6.713274717330933
TV-ISO,0.1,050,2,31.903576099073447,36.66225930806294,0.8206508568286479,6.941899061203003
TV-ISO,0.1,051,2,26.622679113891596,31.98558488020689,0.7230456855634866,7.64857292175293
TV-ISO,0.1,052,2,13.305156240384344,25.285846867350585,0.3453920171235393,6.375418186187744
TV-ISO,0.1,053,2,28.049352078368038,32.913706555151755,0.6611121538581238,5.916331768035889
TV-ISO,0.1,054,2,31.990887153456807,37.73527671656355,0.8358851326778657,6.390317916870117
TV-ISO,0.1,055,2,36.665583875917996,39.314488567061076,0.9087113779396482,6.087785959243774
TV-ISO,0.1,056,2,13.097165927874027,25.586591678424394,0.2597391289918128,6.057977914810181
TV-ISO,0.1,057,2,21.753875265560016,31.609932256227488,0.6800249185036391,6.2535622119903564
TV-ISO,0.1,058,2,26.277669286076197,34.14824384034485,0.5325325846530443,5.848448038101196
TV-ISO,0.1,059,2,16.149654447569052,31.91285525964551,0.5696504668765295,6.32045316696167
TV-ISO,0.1,060,2,15.592799123408042,28.945994948660548,0.312749279056358,5.757754802703857
TV-ISO,0.1,061,2,19.96313404265742,34.05845706771434,0.6724126740848957,6.212929010391235
TV-ISO,0.1,062,2,19.46987567817287,33.904816402127274,0.696870536776291,6.2516350746154785
TV-ISO,0.1,063,2,15.451911779687627,29.50596085184648,0.3563800549060951,5.830689191818237
TV-ISO,0.1,064,2,33.168050950160406,36.11997707839327,0.8696805098238216,6.248424053192139
TV-ISO,0.1,065,2,14.976977647603869,27.808297758284507,0.30430044465281564,5.80791711807251
TV-ISO,0.1,066,2,14.084744581564108,25.75983035607586,0.25613558899048955,6.758394002914429
TV-ISO,0.1,067,2,15.003377573888862,26.427240583507672,0.2858187872908925,7.033991813659668
TV-ISO,0.1,068,2,15.821034737509926,28.79565602043656,0.28822455119786494,7.066796064376831
TV-ISO,0.1,069,2,36.10055915749647,36.34206145494915,0.91663706950126,100.29200315475464
TV-ISO,0.1,070,2,31.185684888293448,36.27866002361389,0.8937449130431391,8.768928050994873
TV-ISO,0.1,071,2,29.308166067439156,34.12136441876509,0.7313984837650958,8.218684911727905
TV-ISO,0.1,072,2,18.337258576442867,30.016667233841904,0.6561483535699923,7.143136024475098
TV-ISO,0.1,073,2,27.11163392803966,34.08052501461856,0.7350701182396103,8.57579779624939
TV-ISO,0.1,074,2,35.81001371776725,36.052939160984884,0.8974714723348959,7.032386064529419
TV-ISO,0.1,075,2,31.443468599237647,34.278639252895815,0.8364071812040891,6.306840896606445
TV-ISO,0.1,076,2,17.37118799817443,30.69810805055743,0.5599094340894086,11.9026780128479
TV-ISO,0.1,077,2,21.95077390530715,32.37645796212639,0.7605030238009864,6.453037261962891
TV-ISO,0.1,078,2,36.52190045410097,36.56441541769508,0.9265931791055885,7.400261878967285
