DenoiserType,Channel,PSNR,SI-PSNR,SSIM,TotalRuntime
Noise2Noise,0,35.730266270017104,37.16896376426983,0.9499289811551453,590.4978172779083
Noise2Noise,1,31.5099035768263,34.577047823169416,0.8793583924860425,592.3841452598572
Noise2Noise,2,35.70315291199681,38.06809607494748,0.9032922795021491,606.1102793216705
