DenoiserType,Parameter,Channel,PSNR,SI-PSNR,SSIM,Runtime,RAM Usage
Wavelet,Default parameters,0,4.055492537247585,24.575311857276702,0.000634848648694629,0.0119476318359375,10.5390625
Wavelet,Default parameters,1,5.220671905977609,24.900130875533524,0.0021239311854387346,0.010229945182800293,8.6171875
Wavelet,Default parameters,2,2.5632991058204286,24.381375957578577,0.0005877113454115928,0.009933948516845703,8.3203125
