DenoiserType,Parameter,ImageIndex,Channel,PSNR,SI-PSNR,SSIM,Runtime,RAM Usage
Median,size = 5,001,0,20.442274442441814,29.553061860617085,0.7917632367911959,0.08434104919433594,5.078125
Median,size = 5,002,0,26.193963224954228,37.31252386504539,0.8819892458246217,0.08849716186523438,2.0625
Median,size = 5,003,0,25.505002065913374,37.29782938569836,0.9004205226438945,0.10916900634765625,0.1875
Median,size = 5,004,0,26.7084967994423,35.53159252715285,0.8778166885153865,0.12264704704284668,-54.890625
Median,size = 5,005,0,21.175309508459605,34.08924305199032,0.8629751227423201,0.11215686798095703,2.234375
Median,size = 5,006,0,22.057050857142087,30.771324315392,0.7523186233373795,0.09428691864013672,1.765625
Median,size = 5,007,0,21.874277524501785,31.938301893889232,0.8330571632778909,0.09146332740783691,2.046875
Median,size = 5,008,0,18.8764819406721,31.154564344632185,0.7881219310948696,0.08598089218139648,1.9375
Median,size = 5,009,0,22.883633157749067,30.918637416890057,0.8073134068804589,0.08565926551818848,2.109375
Median,size = 5,010,0,19.795448223980415,30.2208114412959,0.7657744948375347,0.0874779224395752,0.328125
Median,size = 5,011,0,21.883048643785582,32.41784796666871,0.8448897721115204,0.0922539234161377,-10.75
Median,size = 5,012,0,23.182637769176793,31.241469763036086,0.7806001542106782,0.08856439590454102,2.234375
Median,size = 5,013,0,19.150949626996162,28.503813220726784,0.7085662551832679,0.09062790870666504,1.984375
Median,size = 5,014,0,20.6997133416003,31.007604178128293,0.812812013515589,0.0895237922668457,0.671875
Median,size = 5,015,0,21.803191201313602,33.04835766924373,0.859073334553273,0.18890595436096191,-0.734375
Median,size = 5,016,0,18.84318889633942,29.941783866295076,0.7664472480945277,0.0835409164428711,2.234375
Median,size = 5,017,0,18.947913411802478,29.056202524824922,0.7922378983038839,0.08149099349975586,1.40625
Median,size = 5,018,0,24.075493334502212,34.11712098742628,0.8383940407408126,0.11497902870178223,-22.203125
Median,size = 5,019,0,24.400740495085415,33.74966204466231,0.8485524914216258,0.08364200592041016,2.09375
Median,size = 5,020,0,18.548488661519645,26.51542522980109,0.682494536820914,0.08272290229797363,1.953125
Median,size = 5,021,0,18.41410900415238,27.302472731598222,0.7137580930136309,0.08128690719604492,2.0
Median,size = 5,022,0,23.112944939126994,32.340053045507574,0.783442336388448,0.08245396614074707,0.015625
Median,size = 5,023,0,25.851014857652117,33.44987225537473,0.8389531691327629,0.08751583099365234,1.953125
Median,size = 5,024,0,20.605380213388216,31.397453260498818,0.8264992141010162,0.08292388916015625,2.0
Median,size = 5,025,0,28.632312094379277,33.84198223549485,0.8231500148395386,0.08351707458496094,0.609375
Median,size = 5,026,0,22.16777328060788,35.43555995902392,0.8505394881334085,0.0836489200592041,2.0
Median,size = 5,027,0,26.429805130308978,36.663044685268915,0.8783970030681438,0.08548927307128906,0.5625
Median,size = 5,028,0,25.09169971939713,34.84442431127239,0.8309800745009349,0.0858461856842041,0.0
Median,size = 5,029,0,23.326885590922615,32.26177644257277,0.809951406428725,0.08408188819885254,0.5625
Median,size = 5,030,0,23.834910726414908,33.58291400245589,0.8384488816491626,0.08530879020690918,0.0
Median,size = 5,031,0,29.050909633378588,36.36450479932861,0.8688207081939605,0.08403992652893066,0.0
Median,size = 5,032,0,24.415103278903945,33.19639969024464,0.8072326917634967,0.08901214599609375,1.453125
Median,size = 5,033,0,26.010374975131075,36.76095602799609,0.9132288243016742,0.09186363220214844,0.5625
Median,size = 5,034,0,22.429895211184075,31.788292218197217,0.8189443075276607,0.08383893966674805,0.953125
Median,size = 5,035,0,24.044731206498682,36.36975578296286,0.8776901283395523,0.08495092391967773,2.015625
Median,size = 5,036,0,25.34764346212689,34.77643939106542,0.8661857803070316,0.09061622619628906,2.109375
Median,size = 5,037,0,24.093093647897675,33.897379548479165,0.8676468830422986,0.0882570743560791,2.03125
Median,size = 5,038,0,39.10266125541454,41.689178001480585,0.9208272759864198,0.09085822105407715,0.40625
Median,size = 5,039,0,23.750455226756458,34.34607520104486,0.8667693083728464,0.09025359153747559,1.5
Median,size = 5,040,0,26.375523164238196,35.121166121935396,0.8880291492583501,0.08965706825256348,0.046875
Median,size = 5,041,0,22.329695900110785,33.68091825855713,0.8307877773945466,0.08835768699645996,0.0
Median,size = 5,042,0,26.193977120497824,33.717232271382166,0.8745471105795646,0.0908360481262207,1.96875
Median,size = 5,043,0,22.951969037878925,34.91134986774941,0.8454215341854624,0.08803725242614746,1.65625
Median,size = 5,044,0,26.71247137197145,35.79755547431364,0.8677550280837136,0.0877370834350586,0.0
Median,size = 5,045,0,21.310476684237848,32.34137583043975,0.834702390238817,0.08684301376342773,1.984375
Median,size = 5,046,0,20.10935717604589,30.512738795245625,0.8146215563094761,0.08894896507263184,0.0
Median,size = 5,047,0,26.775992998725417,34.85195440574219,0.8483765912059223,0.1052858829498291,0.046875
Median,size = 5,048,0,28.072478620046294,37.71370806415471,0.9118072797346736,0.09375309944152832,0.359375
Median,size = 5,049,0,25.881838265201548,33.96540060402144,0.8175280586950289,0.09338188171386719,-6.140625
Median,size = 5,050,0,32.492261454481394,40.22194764562368,0.8994173983375878,0.09413504600524902,2.171875
Median,size = 5,051,0,24.818159171573466,36.02639384748667,0.8915898754584962,0.08864688873291016,2.5625
Median,size = 5,052,0,26.581506667102055,36.130626334460786,0.9036447823968377,0.08806514739990234,2.375
Median,size = 5,053,0,30.792718513026166,36.88662035874474,0.8485388165427994,0.09033417701721191,0.28125
Median,size = 5,054,0,29.381310077619347,37.450030678906444,0.8559880574461045,0.08575201034545898,2.078125
