DenoiserType,Parameter,Channel,PSNR,SI-PSNR,SSIM,Runtime,RAM Usage
TV-Chambolle,weight = 0.05,0,4.055492592340753,28.35055435913348,0.0006350898836929855,0.49260997772216797,58.1875
TV-Chambolle,weight = 0.05,1,5.220672424193021,32.647317938491824,0.002124146163480796,0.40845608711242676,59.6875
TV-Chambolle,weight = 0.05,2,2.563298284559864,33.496670604709365,0.0005877192257085129,0.41862595081329346,16.4296875
TV-Chambolle,weight = 0.1,0,4.055492798409312,28.23309765192328,0.0006351164129341768,0.5392769575119019,22.8984375
TV-Chambolle,weight = 0.1,1,5.220672501275461,32.31890539729321,0.0021241465650514045,0.4280320405960083,56.8359375
TV-Chambolle,weight = 0.1,2,2.563297871181907,33.264075078424455,0.0005877366866668271,0.4603273868560791,30.625
TV-Chambolle,weight = 0.2,0,4.055491366477594,28.157259906132335,0.0006350110159929044,0.4543483257293701,25.515625
TV-Chambolle,weight = 0.2,1,5.220672505904952,32.22672868627263,0.0021241443036574313,0.38481128215789795,33.4140625
TV-Chambolle,weight = 0.2,2,2.5632995475794806,33.23746521293283,0.0005879084784567174,0.4245649576187134,25.2890625
