DenoiserType,Parameter,ImageIndex,Channel,PSNR,SI-PSNR,SSIM,Runtime,RAM Usage
Noise2Void,Default parameters,001,0,20.748863945984066,28.261058129556314,0.7547321765996446,40.34970998764038,-143.015625
Noise2Void,Default parameters,002,0,27.075374623229553,31.14218498576754,0.6641741863099001,36.56342101097107,-153.703125
Noise2Void,Default parameters,003,0,26.843782153295372,32.32918694903708,0.7808033320285921,85.39298892021179,13.46875
Noise2Void,Default parameters,004,0,24.17642429790068,30.95298617632736,0.698293421605832,36.1906418800354,-161.046875
Noise2Void,Default parameters,005,0,21.450261266866498,28.4316623340737,0.6953341811179241,700.7648029327393,-39.078125
Noise2Void,Default parameters,006,0,22.880072560719572,28.798187409393677,0.6688599750441545,35.4454779624939,-40.0625
Noise2Void,Default parameters,007,0,23.152910840811316,29.69038930282384,0.7832490530645433,33.456520080566406,-111.671875
Noise2Void,Default parameters,008,0,19.67074636041249,26.306803333317347,0.5990658603841446,40.8040132522583,-42.765625
Noise2Void,Default parameters,009,0,21.157951786030715,29.656546427827593,0.79417246749824,41.96652793884277,-90.375
Noise2Void,Default parameters,010,0,22.087593544938464,27.585244094622926,0.7598899330900359,38.93643808364868,-5.3125
Noise2Void,Default parameters,011,0,20.229222000739764,29.0603513213416,0.8198404371950828,38.35083818435669,-153.015625
Noise2Void,Default parameters,012,0,20.66393189824041,28.52317284095264,0.7263476266832061,37.26639699935913,6.390625
Noise2Void,Default parameters,013,0,18.665881336156,25.547418864870263,0.6558199299423275,35.980538845062256,-113.53125
Noise2Void,Default parameters,014,0,20.512469818432265,28.69514204802524,0.7903380086490907,42.252784967422485,-154.046875
Noise2Void,Default parameters,015,0,20.93707732020225,26.771869789044345,0.786968186152247,41.3287148475647,-45.71875
Noise2Void,Default parameters,016,0,19.396954057854856,28.7063156390829,0.7577923086547561,42.17576599121094,-48.828125
Noise2Void,Default parameters,017,0,18.058123530024385,28.213557728915255,0.763987965133477,35.524991035461426,-25.78125
Noise2Void,Default parameters,018,0,21.871905502983083,28.777484430872967,0.7007475590898476,35.56189298629761,-124.484375
Noise2Void,Default parameters,019,0,24.764525511627895,30.879217058331992,0.7835312981942575,35.86638379096985,-119.859375
Noise2Void,Default parameters,020,0,18.49727452604814,26.449257949805023,0.671887670417177,34.811651945114136,-90.140625
Noise2Void,Default parameters,021,0,18.79844552035369,26.26754159204092,0.6979695131236088,36.27483320236206,-167.78125
Noise2Void,Default parameters,022,0,24.631224405498067,30.33509256574263,0.7445483721904622,55.96557426452637,-28.671875
Noise2Void,Default parameters,023,0,28.541114961887686,32.166213197795216,0.7565835824177569,102.84775185585022,-11.828125
Noise2Void,Default parameters,024,0,20.65521915033845,29.245480395122275,0.7267017597893531,71.76056480407715,-262.03125
Noise2Void,Default parameters,025,0,16.5563584302685,28.885760348693434,0.38382431439458664,181.66470193862915,30.328125
Noise2Void,Default parameters,026,0,24.4245800702566,29.517944788842918,0.6417483694191601,42.259498834609985,-111.890625
Noise2Void,Default parameters,027,0,23.77227308310486,28.00991182007195,0.6324811606979529,36.16458201408386,-88.734375
Noise2Void,Default parameters,028,0,27.66556570727834,31.82919076475606,0.6381191502940855,82.78496670722961,-169.890625
Noise2Void,Default parameters,029,0,24.798193957093957,31.521817947906055,0.8258747241451904,118.75517797470093,16.8125
Noise2Void,Default parameters,030,0,23.734385026141943,28.95355424014261,0.634884366081357,38.75240659713745,-97.96875
Noise2Void,Default parameters,031,0,31.137194572330444,32.63533413218779,0.7599136386585271,41.61051416397095,-150.328125
Noise2Void,Default parameters,032,0,28.86945098506952,30.57669213827449,0.7380686303259858,40.85293507575989,-90.328125
Noise2Void,Default parameters,033,0,20.41659574072628,26.905622293693803,0.5233404652594904,48.47108507156372,-166.609375
Noise2Void,Default parameters,034,0,22.068838272049646,30.06434006764712,0.7392181258322899,37.03057527542114,-41.8125
Noise2Void,Default parameters,035,0,21.754516308469807,29.604371101129537,0.5035528690284499,37.07453989982605,-128.6875
Noise2Void,Default parameters,036,0,24.125597161498735,32.08651633136196,0.7751071524790214,42.73280382156372,-102.90625
Noise2Void,Default parameters,037,0,25.745646529674325,31.491284090377608,0.8148253243532426,38.8552942276001,-12.609375
Noise2Void,Default parameters,038,0,28.281865751779645,39.24516488847962,0.6439764619453783,39.99453806877136,-41.3125
Noise2Void,Default parameters,039,0,20.592756268087584,29.474285177513046,0.7129107390202885,37.9683518409729,-100.21875
Noise2Void,Default parameters,040,0,24.129692326311268,28.5136698847157,0.7847953516023866,41.47375798225403,-87.59375
