DenoiserType,Parameter,Channel,PSNR,SI-PSNR,SSIM,Runtime,RAM Usage
Wavelet,Default parameters,0,23.293803434592895,25.49420688297504,0.644829864474037,0.023333996534347534,5.786458333333333
