DenoiserType,Parameter,Channel,PSNR,SI-PSNR,SSIM,Runtime,RAM Usage
Noise2Void,Default parameters,0,24.486130267219867,30.51573821277681,0.7612187204784197,135.81354111830393,-43.623828125
