DenoiserType,Parameter,ImageIndex,Channel,PSNR,SI-PSNR,SSIM,Runtime,RAM Usage
Noise2Void,Default parameters,001,0,18.254242638769913,25.932209158587547,0.7492776154073961,39.812373876571655,-212.875
Noise2Void,Default parameters,002,0,26.744603240469576,30.26217985176792,0.4989203630868195,40.71965003013611,-41.078125
Noise2Void,Default parameters,003,0,28.887115760201354,31.347566477283372,0.7087638882096013,39.833561182022095,-90.703125
Noise2Void,Default parameters,004,0,25.59358222190277,31.326699781480492,0.7535468903395638,40.08366322517395,-42.6875
Noise2Void,Default parameters,005,0,22.045710959972446,26.2691693285716,0.432874211347739,36.84606099128723,40.84375
Noise2Void,Default parameters,006,0,21.948701371239864,28.004241980732893,0.694545069357314,37.642202854156494,-122.34375
Noise2Void,Default parameters,007,0,21.98393160213296,30.21991563064443,0.7952293076992591,39.565908908843994,-80.40625
Noise2Void,Default parameters,008,0,18.40914238856024,27.709833424959985,0.6429521718510419,40.52908897399902,-69.34375
Noise2Void,Default parameters,009,0,19.65079549767151,27.038697946683218,0.768480500487189,37.55764198303223,-19.015625
Noise2Void,Default parameters,010,0,20.235968538642965,28.23473771489534,0.7405115520232147,35.69898581504822,-78.625
Noise2Void,Default parameters,011,0,21.120112784498165,29.323374014832993,0.7987428148589722,36.58823585510254,-151.71875
Noise2Void,Default parameters,012,0,22.31518314061737,29.31236866265253,0.6882777816167932,40.38637113571167,-46.234375
Noise2Void,Default parameters,013,0,19.249455191830766,28.624786769540002,0.7191860049170068,40.31068015098572,-142.046875
Noise2Void,Default parameters,014,0,20.480188711727408,28.86190261400138,0.7215258392722381,37.76503586769104,-60.3125
Noise2Void,Default parameters,015,0,21.88113490218633,30.1241088076906,0.8191180121137351,35.601171016693115,-144.46875
Noise2Void,Default parameters,016,0,18.07631871975333,28.912974924961937,0.7415115837892262,35.22138714790344,-72.03125
Noise2Void,Default parameters,017,0,18.37291484548465,26.70525329331827,0.7387844817211728,34.331000089645386,-35.125
Noise2Void,Default parameters,018,0,24.519337927943855,31.64855975395865,0.7322937607942858,36.281766176223755,-89.96875
Noise2Void,Default parameters,019,0,24.863861753882425,29.71968929511432,0.7277631344780491,42.1907000541687,-63.25
Noise2Void,Default parameters,020,0,18.73077633385375,25.418186795364548,0.6616642458408435,37.853190898895264,-227.40625
Noise2Void,Default parameters,021,0,20.058751630817063,27.1561988167204,0.7087204652164123,36.89718985557556,-45.453125
Noise2Void,Default parameters,022,0,26.30021529753625,31.571317633829167,0.7816457967187541,35.72485399246216,-148.1875
Noise2Void,Default parameters,023,0,23.05562082041496,29.212684617680736,0.8044041967791122,37.09041905403137,-107.5
Noise2Void,Default parameters,024,0,24.814804839809547,28.138013133078314,0.7526027675089153,35.71787166595459,-86.875
Noise2Void,Default parameters,025,0,25.25192070821614,29.461018414939502,0.6716888221449171,36.83750820159912,-174.75
Noise2Void,Default parameters,026,0,24.50438478112595,30.614496938073724,0.6569477964285113,40.5991108417511,-72.78125
Noise2Void,Default parameters,027,0,25.15052636564262,29.36531113999098,0.5383254930576018,37.495869159698486,-9.140625
Noise2Void,Default parameters,028,0,22.468271984464884,31.500203637605022,0.7534548117885611,35.77169370651245,-103.375
Noise2Void,Default parameters,029,0,23.871791417787502,29.05223401660971,0.6572736411938087,34.28168797492981,-108.296875
Noise2Void,Default parameters,030,0,24.07077460180004,29.352198266412874,0.6839359846207713,36.37267994880676,109.03125
Noise2Void,Default parameters,031,0,24.220769186682183,28.881049880961292,0.7413805196472858,35.70929479598999,-120.640625
Noise2Void,Default parameters,032,0,24.626805457284785,27.588568517350648,0.5754757141434889,37.422340631484985,-104.421875
Noise2Void,Default parameters,033,0,22.520270389141317,30.429322411942977,0.7383244020021907,37.083641052246094,-135.21875
Noise2Void,Default parameters,034,0,21.30277917082519,28.73850989045499,0.758137390878445,36.34269690513611,-152.53125
Noise2Void,Default parameters,035,0,27.426224344337868,31.522899977949596,0.7612571380563365,37.68092226982117,-95.953125
Noise2Void,Default parameters,036,0,26.29491805991229,31.638407994070814,0.7575210940106076,36.31998586654663,-52.078125
Noise2Void,Default parameters,037,0,24.112967453703984,31.70644363430953,0.7764222382585674,37.007426738739014,-70.65625
Noise2Void,Default parameters,038,0,30.705300435029315,37.24439576545085,0.7281368215130909,35.832478046417236,-135.125
Noise2Void,Default parameters,039,0,27.67079527999716,29.798322078541098,0.7089789868792625,38.12022089958191,-128.609375
Noise2Void,Default parameters,040,0,25.619937386565212,28.733153233049784,0.7098738144305534,36.32571601867676,-127.171875
Noise2Void,Default parameters,041,0,22.95252881936556,28.726310932029083,0.6120810277445258,35.875415086746216,-77.4375
Noise2Void,Default parameters,042,0,27.355327818592173,31.233872043394978,0.7584362827626098,36.101078033447266,-97.140625
Noise2Void,Default parameters,043,0,24.040186238553005,31.69822113436758,0.7520262093329886,35.41856837272644,-99.3125
Noise2Void,Default parameters,044,0,24.805386092609034,31.068597599707086,0.7065955571244912,36.05938196182251,-2.5625
Noise2Void,Default parameters,045,0,21.028882386487115,29.23656390183091,0.7793827071316103,33.98849105834961,-76.046875
Noise2Void,Default parameters,046,0,22.7507200056683,30.172836305302063,0.8151634297767878,36.15414214134216,-159.328125
Noise2Void,Default parameters,047,0,26.076807890434466,29.293398592547113,0.7532324143254615,33.50260901451111,6.203125
Noise2Void,Default parameters,048,0,27.255887476046226,30.175291120655864,0.7147058962217397,36.549752950668335,-31.34375
Noise2Void,Default parameters,049,0,27.262424612750785,31.70077749272288,0.7804165374194391,34.981334924697876,-95.953125
Noise2Void,Default parameters,050,0,27.650102051707503,30.06258885994708,0.5610139451994031,33.9954092502594,13.328125
Noise2Void,Default parameters,051,0,23.777047693478437,28.124487415504127,0.5947290488756702,34.95784330368042,-1.59375
Noise2Void,Default parameters,052,0,28.447538185027064,32.07161488846603,0.681898406853488,36.21449112892151,-120.609375
Noise2Void,Default parameters,053,0,28.397160033249904,34.644026527052546,0.9256305586591282,35.69124794006348,11.203125
Noise2Void,Default parameters,054,0,29.608780028985613,33.06343041469639,0.706522597549624,33.79022717475891,-66.75
Noise2Void,Default parameters,055,0,27.14657741838524,32.30987722151254,0.8108737310242996,34.34066724777222,-73.328125
Noise2Void,Default parameters,056,0,27.403912489777234,31.179309866929422,0.7561789107491474,35.53374195098877,-14.328125
Noise2Void,Default parameters,057,0,25.599928922307747,32.76755001292749,0.8337849548137406,37.412233114242554,-119.53125
Noise2Void,Default parameters,058,0,24.12460290930752,29.265236869637295,0.6273650713730369,38.312227964401245,-148.28125
Noise2Void,Default parameters,059,0,20.516226642661877,25.174138771018733,0.4969672667241913,36.94112992286682,-77.328125
Noise2Void,Default parameters,060,0,27.43118458366081,30.462977724009733,0.6776838193222277,34.02750015258789,-62.015625
Noise2Void,Default parameters,061,0,23.667619840870522,30.39482165919005,0.6845247571221806,35.43698310852051,-36.328125
Noise2Void,Default parameters,062,0,24.817851032483986,28.10879062614824,0.6806514154572423,37.11867904663086,-56.640625
Noise2Void,Default parameters,063,0,26.45988979557043,31.52298504598253,0.7749061969633405,33.446017026901245,-29.828125
Noise2Void,Default parameters,064,0,23.080024010710318,30.14458358402837,0.7125872259713852,34.17135500907898,0.734375
