DenoiserType,Parameter,Channel,PSNR,SI-PSNR,SSIM,Runtime,RAM Usage
NL-Means,Default parameters,0,23.018508586024566,30.539281569171106,0.7692748517384121,0.6229601542154948,2.0188802083333335
