Image,Channel,PSNR,SI-PSNR,SSIM
050,2,28.53285908869453,40.39941738415307,0.8403067322718256
051,2,24.2293297942906,34.37872060005934,0.7667901685797259
052,2,12.927019602546197,28.289946564657885,0.3968782376850088
053,2,26.690902764096776,35.41682116984278,0.7594208027371828
054,2,30.41121736151883,41.82889511471107,0.8930986010747706
055,2,34.77948105165783,43.93758926904364,0.8159448353829046
056,2,15.17159201032646,28.45974202642381,0.48861485111811714
057,2,24.296440917174134,34.006590537131764,0.7869772857316901
058,2,23.668019295631105,36.74445615135748,0.8252647543762134
059,2,14.75366662565072,34.738886932496094,0.7538553733313834
060,2,17.535220793740393,31.67951525719871,0.6824677038243803
061,2,20.780092273565916,37.143272940330874,0.8216275696873941
062,2,19.227330121022565,35.93655912260856,0.7989340232495736
063,2,15.892327640941922,32.17255414288173,0.6814790658678281
064,2,26.776178994486777,39.38483263575924,0.8764265757433969
065,2,16.071594600150565,32.74935750949453,0.701365496996764
066,2,14.0825358486051,30.86807132084008,0.5569024317162777
067,2,16.38710599329,29.930242428821977,0.5988863319631172
068,2,17.592227946959518,31.434371937069123,0.6955704550676857
069,2,28.35956277700969,42.53771473222216,0.9068539173701743
070,2,27.945084895357496,40.59839596340738,0.9325628789929072
071,2,25.570293582331495,36.9115586614345,0.8014778495986479
072,2,16.078187663539254,31.741769833595978,0.6456270025330068
073,2,27.388854852052642,37.11344759356101,0.8412407175553435
074,2,32.48751412332441,42.120476612705524,0.9026223756190959
075,2,29.75369952359486,38.678019276574794,0.8735753548454976
076,2,14.933601739542922,34.619748664643474,0.7490756853597694
077,2,19.60653544867813,35.10971650864248,0.7825726064865587
078,2,31.821512835408452,42.054485418024626,0.9234385247972058
079,2,21.11030105852492,34.12411231624773,0.7421353645262692
080,2,27.90602012084426,43.15750954602984,0.9474055464119686
081,2,26.676492556063938,39.56470000115017,0.8586255853524238
082,2,23.202773021536807,34.85627586742331,0.8216839074741663
083,2,17.552907590026827,35.76760257061175,0.788593535371324
084,2,24.56983374991182,39.46810839537949,0.8816334802242328
085,2,19.846710933697814,34.44570760843685,0.7867047643229389
086,2,28.795945059811743,40.1971010117553,0.8211700021824692
087,2,26.959198487158787,40.57477088798571,0.8866895720378778
088,2,16.168615239313407,32.591474507898354,0.6674762820901716
089,2,20.73099304031149,36.16969251738788,0.7800694331780929
090,2,22.92253228022869,36.19672273003273,0.7838369987699244
091,2,21.081358899433695,33.975651675252024,0.7565995255964396
092,2,17.631230777945483,32.6762580599413,0.6985081785230325
093,2,26.009100134842917,40.95181020439557,0.8702702798173825
094,2,18.491900835863973,35.45533953419132,0.7695420020398488
095,2,22.214811620360212,33.61943054261267,0.7816037083612923
096,2,28.44124118434469,41.61112954192018,0.8781418884983576
097,2,25.57636796473828,37.46986363208177,0.8508845021077294
098,2,19.107898460197696,34.66898808883236,0.7725168867991612
099,2,19.29517462663053,31.151828702977102,0.6736340282971711
100,2,15.31330567658186,30.588143455689497,0.5803013587684831
101,2,23.89330972606278,33.517924338729436,0.7807119932730203
102,2,27.944169878155986,38.9464431706763,0.8433800598372099
103,2,23.93792528762117,35.21099538314821,0.836428097486762
104,2,33.04556364845125,43.72645303615994,0.8827573948618103
105,2,18.353038122260614,36.724021792324976,0.8124321588020286
106,2,33.30982883627945,42.456301892702406,0.9158429893930088
107,2,28.58798837315288,41.81166384094758,0.946343095939942
108,2,22.748412713410218,33.40230185737158,0.7819861743445188
109,2,16.186893560275546,31.04805076058833,0.6479347691507407
110,2,32.22706971512583,42.815119604090405,0.9643486264895877
111,2,34.009787039912716,47.46302894439587,0.8710056118440785
112,2,26.917569747352374,41.498685718086286,0.8464747527849987
113,2,25.340618770895063,37.68045452554587,0.8250681066706181
114,2,33.48771013293942,43.263491405666855,0.8702889748689695
115,2,28.887965983943417,42.55938030572962,0.8902892063698415
116,2,27.3154007843305,38.64121058845993,0.8566316357944733
117,2,30.65070283652092,42.48128530370899,0.8536404566114065
118,2,23.29557944567652,35.34015760167908,0.8153408349557912
119,2,35.4208100922746,45.490915443728845,0.8798508815108251
120,2,33.14136213250082,41.90792420819669,0.8911308675275772
