DenoiserType,Parameter,Channel,PSNR,SI-PSNR,SSIM,Runtime,RAM Usage
Median,size = 2,0,24.604181452276556,27.010857450878955,0.6333891634606804,0.007628095149993896,0.798828125
Median,size = 2,1,22.047886898450706,24.586609543620703,0.46779005505155985,0.008023478587468465,0.7330729166666666
Median,size = 2,2,23.918589476309002,25.61466080910838,0.477216150806027,0.0074649194876352945,0.8760416666666667
Median,size = 3,0,23.743168422143263,30.23922230505426,0.783323085571216,0.025110958019892375,0.7388020833333333
Median,size = 3,1,21.73971048825967,27.49138237128544,0.6366237345704077,0.027707149585088093,0.504296875
Median,size = 3,2,23.758605135772914,28.432817483542692,0.6471504698122368,0.028300553560256958,1.2723958333333334
Median,size = 5,0,23.924650287954428,33.45673833721274,0.836417401291056,0.08638016780217489,0.5920572916666667
Median,size = 5,1,21.837818023371188,30.71153831526983,0.7351098228960834,0.08595999677975973,0.9419270833333333
Median,size = 5,2,23.76216681218695,31.903516147463936,0.7598545625924445,0.08611838221549988,0.6018229166666667
