DenoiserType,Parameter,Channel,PSNR,SI-PSNR,SSIM,Runtime,RAM Usage
Noise2Void,Default parameters,0,8.88071314156149,33.25256585988666,0.0018582443594556714,33.80149793624878,-171.765625
