ImageIndex,Channel,PSNR,SSIM
001,Channel 0,20.700177448838666,0.3548991160219456
001,Channel 1,18.229945374385178,0.22192419497093058
001,Channel 2,17.201284499539963,0.10036965842232984
002,Channel 0,29.63430093509418,0.7338434534807865
002,Channel 1,30.4483430948407,0.7668708465737648
002,Channel 2,25.841716358650203,0.5364636179407721
