DenoiserType,Channel,PSNR,SI-PSNR,SSIM,TotalRuntime
Median,0,32.60315250767998,33.438327378713325,0.8658441999230777,10.996005296707153
Median,1,26.187285846300778,30.705180632852276,0.68942526603898,10.841653108596802
Median,2,30.104320526374842,31.861709004413953,0.6956276690206219,10.9955472946167
